business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,zero_shot_predicted_stars,zero_shot_explaination,few_shot_predicted_stars,few_shot_explaination,cot_predicted_stars,cot_explaination
5VMajxduxfLPSyQkVFKESg,2012-10-15,E7Xh3l0VZmyajWDZdBW6MQ,4,"Great BBQ, although not a huge fan of the cafeteria style ordering. I have been twice, I got the brisket sandwich one time and ribs the next. Both were delicious. I added  bbq sauce to the ribs because I thought they needed it. Try the homemade root beer at least once, too. YUM. We got there just in time ( a bit before 6 on a Friday night)  as we were leaving the line was 3x as long...out the door and around the corner.  Oh FYI...for sides I got the beans (loved them) and my kids said the macaroni and cheese was good. Dad wasn't impressed with the coleslaw.",review,_mXOwLl-ZntFB875PMHnsg,0,0,0,4.0,"The review is overall positive, praising the food and mentioning a few minor inconveniences (cafeteria‑style ordering, a long line, and a dad who didn’t like the coleslaw). The tone is upbeat and the food is described as delicious, so a 4‑star rating is the most appropriate.",4.0,"Mostly positive, minor ordering/line issues.",4,"The review is largely positive, praising the food and mentioning a few minor drawbacks (ordering style, long line, one side dish). The overall tone is enthusiastic and the reviewer would likely return, fitting a 4‑star rating."
tBpcKHlBJTwRLq6Q2gv1KA,2012-11-26,vYZ9-sw5LsoB0a8flqkL4A,2,Well I just wasted 38 bucks....never again,review,90-uDWiQKa5B8Xa2hiRu8w,0,0,0,1.0,"The review expresses strong dissatisfaction, stating that the customer wasted money and will never return, indicating a very negative experience.",1.0,"Strong negative, wasted money, no return",1,"The review expresses strong disappointment and frustration, stating the money was wasted and that the reviewer will never return, indicating an overwhelmingly negative experience."
Y3a3RkR97J_ReiKgiMXeJg,2008-10-08,i-1Uh8jR_xtJk2kPOt4BGA,3,"While staying at The Pointe Hilton Tapatio, we decided to eat here for our anniversary dinner. To sum it up, I've had everything better somewhere else. Nothing blew my socks off. 

Hubby is eating mostly vegetarian right now (due to a health concern), and he did really like his ""wild mushroom"" rigatoni. We weren't sure what was so ""wild"" about criminis and portobellos, but the pasta was in a light sauce with plenty of other veggies. His French Onion Soup was better at Capital Grille, my antipasto plate was far better at Craftsteak, and my ribeye was far better at 1130. They did serve a neat wedge of au gratin potatoes- multiple paper thin cheesy slices cut into a triangle. The gins are standard, but Hubby had a nice Bonny Doon Riesling. The free anniversary creme brulee was on the runny side, the vanilla was indiscernible, and the sugar crust was too thick- Ruth's Chris still wins that one in my book. Did I feel dinner was worth $120? Not so much.

The service at dinner was great, and it was fine at breakfast. Again, everything was decidedly mediocre and way overpriced. I've had a better Belgian waffle at IHOP, my bacon was limp, and the coffee not what I would expect from the Hilton. Hubby's BLT breakfast bagel was better.

Come on, Hilton! Is this the best you can do?",review,N-D-d1Z4UybdlkK1HxlNPA,3,6,2,2.0,"The review is overwhelmingly negative, highlighting mediocre food, overpriced prices, and disappointment with the anniversary dessert. While the reviewer notes good service and a few acceptable dishes, the overall tone is critical and the comparison to better experiences elsewhere suggests a low rating. A 2‑star rating reflects the dissatisfaction while acknowledging the few positives mentioned.",2.0,"Mostly negative, overpriced, few positives",2,"The review is largely negative, expressing disappointment with food quality, value, and overall experience, despite a few minor positives. The tone is disappointed and critical, fitting a 2‑star rating."
o1GIYYZJjM6nM03fQs_uEQ,2011-11-30,ApKbwpYJdnhhgP4NbjQw2Q,1,"I've eaten here many times, but none as bad as last night.
Service was excellent, and highly attentive.
Food, absolutely horrible.

My expectation was they would serve a steak on par with their seafood. After all, they were charging 39 bucks for a ribeye. 
What I was hoping for was a 1- 1-1/2' thick steak, cooked Pittsburgh style as I had ordered. 
What I got a a 3/4 in thick piece of meat that was mostly fat, gristle, and in no way resembled Pittsburgh Style. 
Salad, similar to something you could get at Chick Filet
Veggies, blah.
Bread basket, ample, but day old, and if not, it certainly wasn't fresh. 

In addition to bad food, we were crammed into a small room where we were nuts to butts with 6 other tables, listening to conversations ranging from someone's recent bout with pinkeye, and another couple who elected to speak entirely in French, until the waiter showed up, then it was like they turned off the French switch and suddenly began speaking English. 

I've had it with this place.
If I'm going to pay 150 bucks for dinner, it'll be at Mortons, or Maestro where the steaks are 1-1/2 in thick, cooked to perfection, and half of it doesnt wind up on the plate as fat and gristle",review,iwUN95LIaEr75TZE_JC6bg,0,4,3,2.0,"The review is overwhelmingly negative about the food quality and dining experience, despite praising the service. The strong criticism of the steak, overall food, and noisy environment suggests a low rating, but the mention of excellent service prevents it from being a 1‑star review.",,Error: Unterminated string starting at: line 2 column 3 (char 4),1,"The review is overwhelmingly negative, highlighting poor food quality, unsatisfactory portion size, stale bread, and a noisy, cramped environment, despite a brief mention of good service. The tone is angry and disappointed, fitting a 1‑star rating."
3utuLtXNNvXAzwTgpyD9vQ,2009-03-28,Xzx04tG4ndBxM3YSsdfHmQ,1,"Some of my friends brought me here last night and the first thing that came into my mind was that this was a set up for To Catch A Predator. I was ready for Chris Hansen to pop out and grill me with, ""What are you doing here?"" If you feel like Kubrick's Lolita really speaks to you, as in it mirrors your life, then you've found a place to feel comfortable in your pervert skin.

If you're of age to consume alcohol, they've got a bar here. The thing about this bar though is that they're really sloppy about pouring drinks, ie. a Manhattan should not taste like a barber's cleaning solution. The decor and set up of this place really needs a face lift.

A few pluses though... If you're under 21, I could see how this would be appealing. I'll admit that the under-21 clubs that I went to when I was under 21 were fun, but now that I think about them they really suck. It seems like an alright experience if this is your first step into the club/bar world. The DJ's here spin pretty much straight hip-hop which is fine, it's very mainstream though and nasty bumping music.

If you go here you're one of three types of people:

1) You were dragged here by your friends
2) You're under 21
or, 3) Your usual excuse is a heart-felt plea, complete with waterworks, that goes something along the lines of, ""I swear, Officer, I thought she was 18!!!!""",review,FxxYCRPcpd__yhRRmmtyMQ,2,2,3,2.0,"The review is largely negative, criticizing the bar’s service, decor, and music. While the reviewer notes a few minor positives (appeal for under‑21 patrons, a decent entry point into clubbing), the overall tone is disappointed and dismissive, suggesting a low rating.",,Error: Expecting value: line 1 column 1 (char 0),,Error: Unterminated string starting at: line 3 column 18 (char 43)
PoRYjYUSjmeWM1WLsx_45w,2007-10-23,6b5sifuzXWw0cMd_8c9how,3,"Uh-oh. Where am I? 

The view from atop the mountain is superb. The city can be seen in all directions. Look, there's Downtown 1 and Downtown 2. And a bunch of houses under construction. And look at that sky. Wowza. 

Ok, so stopping to enjoy the view is one thing. Stopping to figure out where the hell you are is another. ""Don't worry,"" I told my friend. ""This city is laid out in a grid. If anything, we can walk down the other side of the mountain and cut back across on the street."" Oh, little did I know. 

Let me give you the back story. I've been to South Mountain twice. The first time was Christmas Eve 2006 when hardly a soul could be found. I met a friend there and we blazed our own trail. He always had his jeep in sight, so no harm in getting turned around. I trusted him to be my guide. 

The second and last time I hiked South Mountain was in February. My best friend flew in to Phoenix for the weekend (for my birthday) and since the weather was so great (in comparison to Detroit), she wanted to be out in the sun as much as possible. No problem. I knew where we could go for a good hike. Little did I know we'd get lost. 

We parked at the 24th St. entrance and picked our path, the Mormon Trail. We were on our way to discovering religion, we joked, passing by several other hikers. When we reached a recognizable summit, we stopped to appreciate the view... and then ponder our location. Should we turn around and go back the way we came? Were we still on the Mormon Trail? Where were the markers, the loops, the signs from God? We looked at each other, each of us having a take-no-prisoners personality when it comes to conquering great piles of rock. ""Onward!"" we shouted, punching the air with our fists. 

A little while later, we were once again stopped, our eye squinting against the retiring sun. I wouldn't call us ""lost,"" as this point in time, but that's only because I'm too stubborn to admit such an error. ""Let's ask somebody,"" I suggested. So, the next hiker dude that passed by, we stopped to ask him, ""Will this trail loop back around?"" ""Where do you want to go?"" he asked. That's when I realized we had tied our tennis shoes tight only to march into a rocky labyrinth. I told him where we parked and he said it was a good 2 hour hike back to our car, yet about another mile or two to the 48th St. entrance. Oh, no problem, I thought, since the city was laid out like a grid. Little did I know there are exceptions to that. 

We pressed on, thanking our impromptu guide friend. We hiked and hiked and hiked, passing by fellow hikers and mountain bikers. Finally, the trail opened up to flat land. We were close, or so we thought. When we reached the end of the trail, there was no parking lot and no street connecting us to where we needed to go. Instead, there was a long gravel road that weaved itself through a golf course. W.T.F.

We set out to walk the long gravel road until we hit Baseline, in which we were determined to cut back Westward and find my car, the only way we had of getting anywhere. The sun was setting. We had no time to waste. 

Having hiked about 15 miles already, our feet were heavy, like cinder blocks. But, we continued on. ""Let's hitch a ride,"" I suggested. People were gathering in their wonderful Ford pick-up trucks and jeeps. Hikers are friendly, I thought; somebody was bound to accept our plea for help. We opted to just do this ourselves. 

That's when a car slowed down. ""Ugh, creep,"" I thought. Instead, it was our helpful hiker friend from the summit. He asked if we needed a ride. My best friend and I exchanged glances. I thought, ""We can take him."" After a 70-second long pause, we accepted. She hopped in back and I rode shot gun, leaving my seat-belt off and the door unlocked, in case of a speedy getaway. 

We chit chatted on the drive down the road, which lead to another road, and then another and another, until we finally touched Baseline. Where the hell were we? That's when it hit us. We would have been walking another 7 miles on foot back to my car. All these windy, disjointed roads. Damn golf course. Damn South Mountain. Damn unmarked trails. It should change its name to the Moron Trail, for we just blazed it enthusiastically. 

The kind hiker man dropped us off at my car and drove away. With a sigh large enough to blanket the skyline, we unlocked my car, got inside and drove away - away from South Mountain, nature's beast and practical joker. 

We counted the miles and the minutes it would have taken us to get back to my car. Another hour, at least. The sun would have set by then and we would have missed our dinner engagement. Lucky for us, we stopped the right hiker friend at the right moment; otherwise, I may never have made it home to write this review.",review,APLIPfq1Rf8QyhHHk2uAyA,4,5,4,1.0,"The review is overwhelmingly negative, describing a frustrating, confusing hike with no clear signage, lost directions, and wasted time. The author expresses anger and disappointment, with only a brief mention of a good view. This tone and content align with a 1‑star rating.",,"Error: Expecting ',' delimiter: line 2 column 23 (char 24)",1,"The review is overwhelmingly negative, describing getting lost, frustration, and a poor trail experience, with only a brief mention of a good view. No positive aspects outweigh the complaints, leading to a 1‑star rating."
52QtjHlHoa7V611bOvv1aw,2010-05-31,7Fy7r6k7pf7m0euNtwAykg,4,"Mmmmm, Mmmmmm, Great food.  The popcorn shrimp here are to die for-they leave a wonderful lasting impression.  So does their desert plate...The service was wonderful and quick and attending to us.  Also, we had been lounging at the pool all day and were not looking so sharp but they didn't seem to have a dress code or anything as they were more than welcoming.  It is a bit pricey but i'm not sure you can expect anything less when going to a W Hotel.  I recommend this place to anyone who wants a more chic sushi experience, cool atmosphere, doesn't mind paying the extra dollar and enjoys tasty food.",review,oHn52UJAeJQJxDOob4FEAw,1,1,0,5.0,"The review is overwhelmingly positive, praising the food, service, atmosphere, and overall experience. The only mild criticism is the price, but it is framed as acceptable for a W Hotel. This suggests a 5‑star rating.",4.0,"Positive review, pricey but recommended, minor reservation.",,Error: Unterminated string starting at: line 3 column 18 (char 43)
qyNtVViurIcChc35mfYIEw,2008-07-09,1fRGR6XTTElRBZW_oDrpUA,4,"Decor  functional 
Staff friendly and are really kind to our toddler
food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser. 

Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds",review,N3L6SDymSRkYQtTiSDmXSg,1,1,0,5.0,"The review is overwhelmingly positive, praising decor, staff friendliness, excellent food, great prices, and strong spice. No complaints or negative remarks are mentioned, indicating a top-tier rating.",5.0,"All praise, no complaints, best bargain claim.",5,"The review is overwhelmingly positive, praising food quality, service, and value with enthusiastic language and a superlative claim of being the best bargain. No negative points are mentioned."
rkGPf4cbyUJqHgKZPvaTnw,2010-09-06,-Seq69RSaEX7Iu02laCqjg,4,"I was looking for a comforter for my new bed when I realized that this B,B, and B was close by so I stopped in to look around.  This is a nice store, It was organized well and the sales people were nice, not pushy.  I did not find a comforter but I did find several other things.  They have a nice selection of quality products and those 20% off coupons I get in the mail aren't bad either.  Prices can be a little high on some things but with that coupon they are about right.  I spent about an hour browsing through the store. They have a great knife section, coffee pots, food processor and all manor of kitchen gadgets too.  Just the kinds of things I love to look at.  I'm sure I will be back since it's in my ""hood"".  Thanks B,B, and B!",review,ZmIgP4U4Ht9CYmNX0_zP6w,1,1,0,,Error: Unterminated string starting at: line 2 column 3 (char 4),4.0,"Positive store experience, minor price concern, intent to return.",4,"The review is overall positive, praising the store’s organization, friendly staff, good product selection, and helpful coupons. The only mild criticism is that some prices are a bit high, but this is mitigated by the discount. The tone is enthusiastic but not extreme, suggesting a solid 4‑star rating."
5o5MLNPmAeakGgdqeGyMvw,2012-06-29,39ICyKwEw4TYd9ZuQaAgAA,5,"I had lunch today at CASK 63 with a banker to discuss our collective power to create business in the Phoenix Market. I HAD THE ABSOLUTE BEST CRAB SALAD, I've had since leaving the Gulf Coast of Mississippi. Red Crab Salad....fresh, clean, sweet, crisp..light...in a very well appointed setting. Very  good iced teas as well....hard to find in Phoenix.....Go there...Eat there...you will like it..and we might see one another...who knows...be like nike..just do it...:)",review,CGa9zqexmIINVYzviXYq2A,0,0,0,5.0,"The review is overwhelmingly positive, highlighting excellent food, drinks, and ambiance with no complaints, indicating a 5‑star rating.",5.0,"Highly positive, enthusiastic praise, no complaints.",5,"The review is overwhelmingly positive, praising the food as the ""absolute best"" crab salad, complimenting the setting, and encouraging others to visit. No negative points are mentioned, and the tone is enthusiastic, indicating a 5‑star rating."
YEQkTCmphjr6XKPh4m93AQ,2010-11-29,mSaa0X25WDBQYj5faxX1zw,4,"While I'm a sushi fan, my husband is a sushi FIEND - we made biweekly trips to his favorite haunt in NYC (Monster Sushi) and if he was on his own for dinner, I could always count on him to be there for a bite.  After relocating to Phoenix, he'd been jonesing hardcore for non-commercial, non-fussy sushi in epic proportions served with a smile.  Our trusted source told us that Kyoto was their favorite and we had to indulge.  The mixed views on Yelp made be a tad nervous, but I like to give places an unbiased chance.  Very glad that I did.

The interior of the place is a little strange given the shape of the restaurant and lack of windows, but we made ourselves cozy in a table next to the sushi bar.  I also did not notice a pre-club atmosphere - it was chill the night we went, but maybe it was because we went after work (which is probably on the earlier side for the see and be seens).

No teppan for us that night - it was all about the sushi.  We started with a pleasantly savory miso soup, flavorful seaweed salad and moist, tender tako (octopus) salad.  Next was my favorite dish of the night (and no, not traditional for sushi, but whatever) - a peppered, seared tuna with onion sauce.  Divine!  I could have had three plates of this and called it a day.  Most of the folks in our party ordered rather classic rolls, while I ordered an additional three specialty rolls (Candy Cane, Ichi and Shrimp Tempura - I love to crunch it out).  The rolls were so HUGE we struggled to eat it all.  Keep in mind that those specialty rolls are massive, particularly the Ichi (should have been called Ichi the Killer Roll) which you could barely eat with chopsticks.  I was a mess of dungeoness crab and spicy tuna by the end of the night, but I was happy.

Price was absolutely fair for the quality of the food - there are many (MANY) overprices sushi places in Scottsdale and many dirt cheap places in the valley.  This one charges fairly and keeps the quality up.  I don't ever mind paying if it's worth it.

Will most definitely come back and hopefully take in some teppan next time :)",review,vLMwisRi7IWPooI9YZ1znA,0,1,0,5.0,"The review is overwhelmingly positive, highlighting excellent sushi quality, generous portions, fair pricing, and a pleasant dining experience. The reviewer expresses enthusiasm, plans to return, and makes no significant complaints, indicating a 5‑star rating.",5.0,"Extremely positive, enthusiastic praise, no major complaints, clear intent to return.",5,"The review is overwhelmingly positive, praising food quality, value, and the desire to return, with only minor neutral comments about the interior."
0x0voDMo5yMQI2601ovjOQ,2011-05-11,TjRguiiYR-pZZJ_F_SAE7A,1,"If you have to be some place on time, don't use them.  I called at 2pm for a 4:15 taxi to arrive.  At 4:25 they were calling me saying he was right around the corner, and gave me his location.  Estrella called a couple more times to ""verify my address"".  At 4:35 I called them and cancelled the cab and got a ride from my neighbor.  As we pulled out of my neighborhood, we PASSED the cab. He had taken a street that he thought was going to be a through street and got himself lost. This is a TAXI service, they should know how to get around the valley!!  Don't these people use GPS, or MAPS at least?!?!?!?  End of story, I was still late for my class that I paid 250.00 bucks for. I was not allowed in, and the money is non refundable.  So thanks Estrella wasting my time and costing me money.  WORST TAXI SERVICE EVER.",review,FX9273MUWSM_LxtmFVriaw,0,0,0,1.0,"The review is overwhelmingly negative, describing a missed appointment, lost driver, no refund, and calling the service the worst ever. Such strong dissatisfaction typically corresponds to a 1‑star rating.",1.0,"Severe delays, lost driver, non‑refund, strong anger → 1 star",1,"The review is overwhelmingly negative, describing a severe failure in service, lateness, lost money, and anger, with no redeeming positives."
7KB3eQJASverUUah-I_0ZA,2011-11-02,m5Q6NkcyibtTHpCrS3DvGw,1,"When owners/staff changed we kept hoping for the best.  (The friendly owners/cooks of the previous restaurant were top notch, hence the good reviews).  But now, alas. . . Lemon chicken that turned out to be pork (and bad at that), wontons in soup that fall apart, greasy greasy lo mein and eggrolls, it's just not worth it.  Prefer to give locals the business, but this is truly awful, even after many hopeful tries.  Panda Express it is until someone else does a better job.",review,r9xKvhIFjW8Nopvjm15y6A,0,1,0,1.0,"The review is overwhelmingly negative, highlighting multiple food quality issues and disappointment with staff changes. The tone is critical and the reviewer explicitly states the experience is awful, indicating a 1‑star rating.",1.0,"Multiple severe food issues, strong negative tone.",1,"The review is overwhelmingly negative, highlighting multiple serious food quality problems and expressing strong disappointment, with no redeeming positives."
EEC7t11ciQ6XUjkudRbYSg,2012-04-28,RFtI9BfEPyqmEFqsojVqyA,3,I like it better then Denny's so I stop on by to get some breakfast. It's okay not the best place in the world but if your having a hard time picking between after hours with Dennys and Waffle house I would pick waffle house for sure.,review,kdI1Jh6wN6WzeTM4-fapOw,0,0,0,3.0,"The review is mildly positive, noting that the restaurant is better than Denny's but not exceptional. The tone is neutral with a slight preference, suggesting an average rating around 3 stars.",4.0,"Positive, moderate recommendation, not extreme praise.",3,"The review expresses mild positive sentiment, noting the place is better than Denny's but not exceptional. It is overall neutral/okay, fitting a 3‑star rating."
jnzROxEjNkgeo5Ju3F8qzQ,2008-12-02,xRW_1aHFX_8NZ1Zo5CLAwA,4,"Neat!!!!!!!!!!!!!!!!

This place is like a trip to a non-petting zoo and aquarium and aviary while you dine on fairly decent Mexican food.  I was here for a late brunch and didn't wait at all.  I was near a window that right on the pond, and just about every turtle in the pond crawled out to come on over and see what the Rock was cooking and how I was enjoying it... no joke, see pic!

The ducks and geese were very active in the lagoon, showing off for all the diners, and it thrilled the kids to pieces.  The guacamole is decent and the 3 types of salsa you're given were all good in their own ways.  

If anything, swing in here for the atmosphere.  I bet its awesome at night.",review,I66DLxK1Nk_JthEShOWKUA,4,4,3,5.0,"The review is overwhelmingly positive, highlighting a unique animal-filled dining experience, good food, and a fun atmosphere. No negative remarks or complaints are mentioned, indicating a highly satisfied customer.",5.0,"Enthusiastic praise, no complaints, highlights unique experience.",5,"The review is overwhelmingly positive, praising the unique ambiance, wildlife interaction, and decent food. No negative points are mentioned, and the tone is enthusiastic with multiple exclamation marks, indicating a 5‑star rating."
lPtTXn7_VOwqypZs07j2nA,2009-05-07,etX1xc1ewwvl9cQB_8Q7BA,4,"I've been going to this place for years, and they have always stayed true to their own style.  The place is a bit shabby, but the food is delicious. Their prices are decent, not too expensive not too cheap.  The staff is friendly enough, and if anything ever goes wrong, they have no problem fixing it.

All in all, a good place to grab a slice of pizza.",review,1IRyTTXa__KRxhxnz8fS5w,0,1,0,4.0,"The review is overall positive, praising the food, prices, and staff while only noting minor issues with the decor. The tone is appreciative but not overly enthusiastic, which aligns with a 4‑star rating.",4.0,"Positive review, minor negatives, overall satisfied.",4,"The review is overall positive, praising food quality, reasonable prices, and helpful staff, with only a mild comment about the shabby ambiance. No severe complaints or negative superlatives, so a solid 4‑star rating is appropriate."
MLAnvEcvDfOWELHUN_0xEw,2012-05-26,iAMyylgz85tvjOjYQXPa6w,4,"Beer is almost a 4, food is a 3, service was a 4.5.  + Check in deal makes it a 5.  Add that up and divide by the hungry fellow and you get a 4.  

I got a pretzel and an oatmeal stout pulled pork burger.  Forget the pretzel, it's a essentially a utensil to enjoy their amazing sauces.  Even if you don't like pretzels or the sauce, it makes for a great palate cleanser between beers.  The burger was nothing spectacular.  I don't know where the oatmeal stout in the sauce, but it might have been in there. 

Best part of the trip was getting a got a complete education beer mixology.  WHAT PEOPLE MIX BEERS!   I learned about the Stumbler and the Snake bite; ask and you shall receive.  

Sampler note: Make sure to bring another mouth to finish a sampler, unless you plan to taxi and walk home.  
Beer Recommendations:
Lady friend who hates beer: Snake Bite
Hop Head: Pale
Complex Beer Drinker: Stumbler or MonkeyShine

Pilsner.  light and amazing wheat finish, I can drink this all day
Blonde ok little citrus, Pilsner was better
Pale. Light with dry bitter finish, not for average drinker 
Red. Simple hoppy red 
Brown. a bit darker crispy red
Oatmeal. Not smooth enough for a dark oatmeal,  surprisingly a bit hoppy 
Old Monkeyshines. Simply intriguing

 If you are looking for a clean cut safe beer place with decent food and some beer geeks, Nimbus is your place.",review,k5Qp3va9jlWVOuXY_pJDLQ,1,2,1,4.0,"The reviewer explicitly calculates an overall rating of 4 stars, praises the beer selection and service, and only mildly criticizes the food. The tone is largely positive with a few minor complaints, leading to a 4‑star prediction.",4.0,"Mostly positive, minor food flaws, overall 4‑star vibe.",,Error: Expecting property name enclosed in double quotes: line 2 column 2 (char 3)
-A5CFmkgdMEggaihtyxX4Q,2008-02-02,TM0OXCu8Yk6H-Rb0BU0ERg,3,"I love the layout of this outdoor bar. However, the price of drinks here and the lack of well options is a huge turn off. It's also going to be interesting to see if people are into the idea of an outdoor ""dance club"" once summer comes back around. 

The view is awesome. I'm always up for supporting independent downtown businesses, this place just needs to make some changes to make me want to come back.",review,gW-ukHucTfVCnFCKKxPJzw,1,2,1,,"Error: Expecting ',' delimiter: line 4 column 1 (char 382)",,Error: Expecting value: line 1 column 1 (char 0),3,"The review contains positive remarks about layout and view, but also highlights significant concerns about high prices and limited drink options, leading to a mixed overall sentiment."
IVc23uY-36WUNYoIbz42Fg,2012-03-12,lzSjJafXh1eGE0yaYJQkuw,5,"The waiter got the drink wrong: ""up"" means served strained without ice, not on the rocks, but I was happy about the mistake, The Salmon melted in my mouth and the bread pudding made me fat for hours, but was so worth it.  Great atmosphere and none of our plates were empty when taken away.  I would definitely go back.  Good service, great food, fun atmosphere.  Great flexible hours on a Sunday.  GO !",review,1_zj7B1bRgE7dC6tywUcTQ,0,3,0,,"Error: Expecting ',' delimiter: line 4 column 1 (char 366)",5.0,"Extremely positive, enthusiastic praise, minor issue ignored.",5,"The review is overwhelmingly positive, praising food, service, atmosphere, and flexibility. The only minor complaint about a drink mix‑up is mitigated by the reviewer’s satisfaction, leading to a 5‑star rating."
iELA6eREUgDVQrtLgYmS6Q,2010-04-17,xVcX2Oy8d0V30VOAj7AC5Q,5,I am in love with Yogurtland fro yo!!  It is super delicious and inexpensive!!  I got the coconut and added shredded coconut and mochi pieces...yummm.   Can't wait to go back.,review,XaSDZk_rE3D7WI4EKtXM2Q,0,0,0,5.0,"The review is overwhelmingly positive, highlighting delicious food, affordability, and excitement to return, indicating a 5‑star rating.",5.0,"Enthusiastic praise, positive tone, eager to return.",5,"The review is overwhelmingly positive, praising the food as super delicious, inexpensive, and expressing excitement to return, with no negative points."
jkULHBAZBM3s5DQJkM-6RA,2011-10-27,_dJQfEtgn9A1OOHEgDNmvg,5,I found this restaurant when they were located in Buckeye. I have tried everything on the menu probably more than once and have never been disappointed. My favorite is the Red-Chili Frybread with cheese added. The service is excellent there. You always get treated friendly and with a smile!,review,wvSoHwvcMaZop922gaxwrw,0,1,0,5.0,"The review is overwhelmingly positive, praising the food variety, favorite dish, and excellent, friendly service with no complaints or negative remarks.",5.0,"Consistently positive, no complaints, high praise for food and service.",5,"The review is overwhelmingly positive, praising food quality and excellent service with no negative points."
9r5YLKGTdQz_Q29cBifePQ,2008-11-18,DcMPVUltzJd9Py9BK7VrvQ,1,"We use to visit this Pub 10 years ago because they had a nice English waitress and excellent fish and chips for the price.  However, we went back a few weeks ago and boy were we disappointed.  The price of the fish and chip dinner went up and they cut the portion in half.  No one assisted us in putting two tables together, we had to do it ourselves.  Two guests wanted a good English hot tea and they didn't brew it in advance, it was just thrown into a small metal tea pot and we had to ask for cream and sugar.  So we've decided there are newer and better places to eat fish and chips, especially up in north Phoenix.",review,pfwmCVwb1Lhsq4pbxh30Ww,1,1,0,1.0,"The review is overwhelmingly negative: the reviewer complains about higher prices, smaller portions, poor service (no table assistance, poorly brewed tea), and expresses a clear decision to avoid the place. No positive aspects are highlighted, indicating a very low rating.",2.0,"Multiple service and value complaints, no redeeming positives.",2,"The review expresses clear disappointment with price hikes, reduced portions, poor service, and inadequate tea. While it recalls past positives, the current experience is largely negative, warranting a 2‑star rating."
2nd4_b7-DFjI921Mtt7GrA,2011-07-31,2AqetcqrCB8wINZEMGUPNw,2,"Writing my 7/29/11 review prompted me to return to this establishment for a manicure. I got there at 9am, but unfortunately the sign on the door states they don't open until 10am. So I ran a few errands and returned at 10am. There was no one in the store and all the lights were out. Again, it is already over 100 degrees outside by 10am. I decided I didn't need a manicure that bad and left.",review,LX3cTVaS8f2UF0Uuafsfug,0,1,0,1.0,"The review is entirely negative, describing the shop as closed, lights off, and the reviewer leaving without service. No positive remarks or redeeming factors are mentioned, indicating a very poor experience.",1.0,"Store closed, no staff, no service, reviewer left disappointed.",1,"The review expresses strong disappointment and frustration over the salon being closed and unprepared, with no positive aspects mentioned."
lk-6NXfpSgvNw7zm0xtUVw,2012-07-19,xJcCUTWuvqzUOk3qd1moNg,2,This place is way under seasoned.  The beans were ok.  I hate that they use store bought tortillas.  I don't plan on returning.  There are better places near downtown Chandler.,review,C5hDZleIfHtcXS9p4ZYBuA,0,0,0,1.0,"The review is overwhelmingly negative, highlighting multiple complaints (under‑seasoned food, store‑bought tortillas, no intention to return) and a dismissive tone. The only mildly positive comment is that the beans were ‘ok’, which does not offset the overall dissatisfaction. Such a tone typically corresponds to a 1‑star rating on Yelp.",2.0,"Mostly negative, few minor positives, no intent to return.",2,"The review expresses clear disappointment with the food quality and a strong intention not to return, but it contains only a few negative points and no mention of other aspects such as service or price. This fits a 2‑star rating."
xWlCgISVtozxCztPA4nGaQ,2012-05-23,NSVZ5tKuCxMx3zbUe60hIg,4,"If you appreciate a good dive bar, you will love this place!  We came here for the first time when our team was playing in Glendale.  Dos Gringos played host to all BCS fans and it was a blast.  They have giant Jenga, dancing, multiple levels & bars and a great outdoor space. The facilities are a little beat, definitely a place where you don't want to touch anything in the bathroom, at least when it is packed.   The bar staff does a good job of managing the crowd and I never felt like I was wasting time begging for them to ask me what I wanted.

We returned for a bachelorette party and although we still had a good time, I think this place really thrives when you are with a huge group.  Food is decent, but not why you come here.",review,uCb3zzlC83tr5W-xcBJfXw,0,0,0,4.0,"The review is largely positive, praising the atmosphere, crowd management, and entertainment options. Minor complaints about the bathroom and food quality are noted, but they do not outweigh the overall enthusiasm. This suggests a 4‑star rating.",,Error: Expecting value: line 1 column 1 (char 0),4,"The review is overall enthusiastic and positive, praising the atmosphere, crowd management, and fun activities. Minor negatives about facilities and food are noted but do not dominate the tone. This balance suggests a 4‑star rating."
AGar9KVq_W7YcF76avbDTw,2011-03-16,LbSa1y7dGRZc4z6TXFG4AQ,3,"As Target's go this one is standard fare. That consistency is part of their brand recognition. However, as a part of the Up-Scale Desert Ridge Shopping Center, I'd expect a bit more than a Standard Target. Don't they have some sort of a Flagship Target?

Also traffic and parking can be atrocious at Desert Ridge. I drive to Target's and WalMart's much further from my house because the round trip time is less when I don't have to negotiate the teen packed Desert Ridge lot. Probably safer too.",review,P_LzcrlVXFdgBq_24UnlUw,0,0,0,2.0,"The review expresses disappointment with the store’s lack of flagship features and criticizes the parking and traffic situation, indicating a negative overall experience. The tone is more negative than positive, leading to a low star rating.",2.0,"Disappointed with store quality and parking, no redeeming positives.",2,"The review expresses disappointment with the store being only standard and criticizes traffic and parking, but does not mention any positive aspects or severe issues. It reflects a mostly negative experience, fitting a 2‑star rating."
